-0.056189686	0.012947944	0.04690947	0.005362447	0.029752495	-0.0038909921	-0.01600168	0.008435653	0.029100575	0.014415284	-0.037191667	-0.009135492	-0.009091606	0.005144221	-0.05618698	0.0051129055
-0.08056208	-0.0606204	0.024694791	-0.023635292	-0.003902629	0.018890454	-0.09706196	-0.040202662	0.06333145	0.0031302306	-0.09031099	-0.022505341	0.033414107	0.0030231718	-0.035115696	0.026265768
0.020246256	0.049502615	-0.0116305975	-0.005079776	0.055224966	0.06838023	0.07369747	0.010990598	-0.078408785	0.07161238	0.08133108	-0.03181436	-0.03008063	0.038326688	0.09504534	-0.059220787
-0.059689585	-0.0023207008	0.06936126	0.080574706	-0.06838267	0.012472314	-0.058000647	-0.04727387	0.0027051577	-0.015002711	-0.021009771	0.0127944	0.07624348	-0.046815645	-0.106126934	0.011285622
-0.070610024	-0.072422475	0.06815279	0.034491755	0.00745431	-0.024680281	-0.048834752	-0.019689733	0.03325893	0.0003965421	-0.070580736	0.02315376	0.05989242	-0.007935653	-0.042015124	0.055967048
-0.040079527	0.017379588	0.036269262	-0.02979797	0.01133267	0.00870322	0.021049343	-0.053107496	0.041453492	-0.036874633	-0.03040452	-0.0030873953	0.0075592627	-0.06621922	-0.06464106	0.03703058
-0.04045466	-0.029629655	0.036824767	0.0097789	-0.0408004	0.019717207	-0.039286107	-0.0017132623	0.036026563	-0.07769184	-0.03705754	0.013458989	0.038960688	-0.027252965	-0.08290713	0.06236998
0.017832395	0.011012921	0.031196801	0.0018030354	-0.004723741	0.0061899587	0.057712737	0.008626375	0.014595208	-0.009020789	0.009914736	0.028820135	0.007587919	-0.047139056	0.051326953	-0.037483595
0.03134643	0.022954885	-0.006911046	0.007748404	-0.023675773	0.05124759	0.09163652	0.012536688	-0.028718404	0.03923288	-0.015058084	0.00931514	0.006134872	0.036371794	-0.02981271	0.019188698
-0.038512096	-0.048154958	0.040607464	0.00872216	0.01297264	0.055252932	-0.041359942	-0.024969885	0.013843829	0.024305088	0.019580597	0.04350879	0.0011254756	-0.03723198	-0.0056032054	-0.00033021317
-0.061003376	-0.026451593	0.052351233	0.049149487	-0.080469586	-0.018449182	-0.021392573	-0.007412774	0.041321855	-0.07526806	-0.020095851	0.025206273	-0.03029419	0.009339945	-0.05010856	-0.007800257
0.09533925	0.06548845	-0.11477683	-0.002033932	0.097206235	0.035070237	0.02404179	0.027764533	-0.08094412	0.029556626	0.07423865	-0.0017745285	-0.072840914	0.009488577	0.09071888	-0.0717525
0.010613235	-0.022572348	-0.0015043662	-0.028740695	0.015256881	0.049385913	0.07454786	-0.028426595	0.038008112	-0.040885143	0.0030917372	0.0530819	-0.049459647	-0.00887807	0.002543127	0.0009526027
0.03122438	0.023843471	-0.017830458	0.039581005	0.070526026	-0.013879817	-0.0029959434	0.026142288	-0.08445027	0.014407121	0.03634984	-0.04177575	-0.0439463	-0.00066043076	0.07986868	-0.086904995
-0.012498235	-0.0055840737	0.04585945	-0.018536594	0.008071153	-0.030424902	-0.027371537	-0.032194544	-0.0343687	-0.0329879	0.022621417	0.037402216	0.023435986	-0.018305311	-0.010028856	-0.022493673
